34204.570825637,1,16675424,16,5857900,-1
34204.576711342,1,16675936,100,5854700,1
34204.577104419,1,16675969,900,5856800,-1
34204.62133869,1,16679201,18,5856700,-1
34204.894275109,1,16704576,18,5855000,1
34204.894471165,3,16679201,18,5856700,-1
34205.175095396,4,16675969,50,5856800,-1
34205.175277367,3,16704576,18,5855000,1
34205.175293104,3,16704590,18,5854900,1
34205.175294192,3,16704592,2,5854800,1
34205.181076298,1,16730960,100,5856800,-1
34205.308995297,1,16746392,18,5856500,-1
34205.388462148,1,16752894,100,5856500,-1
34205.734539337,4,16746392,18,5856500,-1
34205.734539337,4,16752894,63,5856500,-1
34205.765156633,4,16752894,37,5856500,-1
34205.765156633,4,16675969,263,5856800,-1
34205.765257746,1,16779043,18,5854700,1
34205.765316823,1,16779073,14,5854800,1
34205.766878478,4,16675969,132,5856800,-1
34205.768387095,4,16675969,59,5856800,-1
34205.771753648,1,16781704,18,5856700,-1
34206.290141263,1,16818091,7,5854800,1
34206.290260156,3,16779073,14,5854800,1
34206.290261072,3,16781704,18,5856700,-1
34206.290892881,1,16818125,53,5854800,1
34206.29123036,1,16818137,52,5854800,1
34206.291527335,1,16818156,1,5854800,1
34206.291814072,1,16818175,5,5854800,1
34206.291925675,1,16818181,45,5854800,1
34206.29195232,1,16818182,39,5854800,1
34206.292254316,1,16818198,27,5854800,1
34206.801157647,1,16841958,18,5856600,-1
34206.965352065,5,0,100,5855800,1
34206.965510203,3,16841958,18,5856600,-1
34208.041353062,1,16898660,2,5856800,-1
34208.48306653,1,16914630,100,5854900,1
34209.21194364,1,16939575,42,5854900,1
34209.477500287,1,16948611,320,5856800,-1
34209.481087627,1,16948722,320,5856800,-1
34209.489945829,4,16675969,225,5856800,-1
34209.494770026,1,16949037,67,5854900,1
34209.506557426,3,16948611,320,5856800,-1
34209.522721597,1,16949716,320,5856800,-1
34209.54252448,4,16675969,28,5856800,-1
34209.542622307,1,16950346,18,5855000,1
34209.780716781,4,16950346,18,5855000,1
34209.780716781,4,16914630,100,5854900,1
34209.780716781,4,16939575,42,5854900,1
34209.780716781,4,16949037,40,5854900,1
34209.780806936,1,16957682,18,5856800,-1
34209.780840766,1,16957685,18,5856700,-1
34209.784078285,5,0,44,5855000,1
34209.784078285,4,16949037,27,5854900,1
34209.786185996,4,16818182,39,5854800,1
34209.786185996,4,16818198,27,5854800,1
34209.786185996,4,16675936,34,5854700,1
34209.786266076,1,16958115,2,5856600,-1
34209.801542957,3,16675936,66,5854700,1
34209.808502833,1,16958771,66,5854900,1
34209.828774041,4,16958771,66,5854900,1
34209.828774041,4,16249592,34,5854400,1
34209.829435704,1,16959555,169,5856600,-1
34209.830562764,3,16959555,169,5856600,-1
34209.831705108,1,16959614,169,5856600,-1
34209.832801235,3,16959614,169,5856600,-1
34209.833894341,1,16959673,169,5856600,-1
34209.834919765,3,16959673,169,5856600,-1
34210.047332639,1,16972144,18,5854700,1
34210.047460295,3,16958115,2,5856600,-1
34210.131535502,1,16979328,18,5856500,-1
34210.241247257,3,16972144,18,5854700,1
34210.241257287,3,16972157,4,5854600,1
34210.526792927,3,16979328,18,5856500,-1
34210.526810312,3,16979339,18,5856800,-1
34210.632267021,1,17011325,18,5856600,-1
34210.756845815,1,17020774,320,5856600,-1
34210.75693317,3,17011325,18,5856600,-1
34210.847553594,1,17026393,18,5856300,-1
34210.868110685,1,17027766,320,5856300,-1
34210.90226879,1,17029589,14,5856100,-1
34210.908120663,1,17030071,320,5856100,-1
34211.00434466,4,16249592,16,5854400,1
34211.146132928,3,16249592,50,5854400,1
34211.146282398,3,17029589,14,5856100,-1
34211.226849977,1,17047419,18,5855800,-1
34211.33328328,4,13419503,50,5854000,1
34211.334948467,4,3790155,20,5853800,1
34211.334948467,4,4725582,2,5853800,1
34211.388089305,3,17047419,18,5855800,-1
34211.388104371,3,17047425,18,5856100,-1
34211.439240606,1,17055489,100,5855800,-1
34211.506656257,1,17057352,320,5855800,-1
34211.683403235,1,17065496,320,5855600,-1
34212.052057667,1,17077786,18,5855400,-1
34212.053609867,1,17077932,320,5855400,-1
34212.057109841,1,17078173,18,5855200,-1
34212.05824151,1,17078284,320,5855200,-1
34212.08008559,1,17079484,143,5853900,-1
34212.080208915,4,17079484,143,5853900,-1
34212.080287308,1,17079499,1,5853900,1
34212.081038785,1,17079564,320,5855200,-1
34212.08134726,3,17078284,320,5855200,-1
34212.095970517,4,17079499,1,5853900,1
34212.267055429,1,17090001,320,5855100,-1
34212.555647156,1,17099848,27,5855000,-1
34212.557195301,1,17099873,320,5855000,-1
34212.582853636,3,17099848,27,5855000,-1
34212.607269431,4,12695153,5,5853600,1
34213.897096657,1,17132504,320,5854300,-1
34214.181766435,5,0,100,5854200,-1
34214.181907793,1,17140921,18,5853100,1
34214.313574215,1,17144557,320,5854200,-1
34214.313671934,3,17140921,18,5853100,1
34214.313672671,3,17140924,4,5853000,1
34215.089261118,1,17166135,100,5853600,1
34215.204460371,5,0,31,5854100,-1
34215.204460371,5,0,200,5854100,-1
34215.204460371,4,17144557,69,5854200,-1
34215.222056281,4,17144557,251,5854200,-1
34215.222997296,1,17172314,251,5854300,-1
34215.223443124,3,17172314,251,5854300,-1
34217.169719861,3,17082021,100,5855400,-1
34217.169871376,1,17248317,100,5855700,-1
34217.205484251,1,17249867,18,5853600,1
34217.205625508,5,0,12,5855500,-1
34217.205625508,4,17248317,88,5855700,-1
34217.205639049,4,17248317,12,5855700,-1
34217.205745954,1,17250016,4,5853700,1
34217.205932482,4,17055489,100,5855800,-1
34217.206561301,1,17250485,59,5855800,-1
34217.20671967,4,17250485,59,5855800,-1
34217.20671967,5,0,100,5856100,-1
34217.224371313,5,0,100,5856200,1
34218.299262015,5,0,100,5855200,-1
34218.299262015,5,0,11,5855700,-1
34218.299372333,1,17293774,18,5856700,-1
34218.457787528,1,17300494,18,5856400,-1
34218.457910779,3,17250016,4,5853700,1
34219.279164832,1,17324274,18,5856400,-1
34219.320087956,1,17325121,18,5856300,-1
34219.517076244,5,0,45,5854700,1
34219.517076244,5,0,11,5854500,1
34219.517076244,5,0,100,5854400,1
34219.517076244,1,17329817,44,5854400,-1
34219.51720018,4,17329817,44,5854400,-1
34219.517301103,3,17325121,18,5856300,-1
34219.517343909,1,17329859,18,5856200,-1
34219.517476892,3,17329859,18,5856200,-1
34219.517746191,5,0,100,5854500,1
34219.517830407,1,17329912,18,5856800,-1
34219.517859255,1,17329915,18,5856700,-1
34219.517901648,1,17329922,8,5856500,-1
34219.524768526,1,17331198,18,5853600,1
34219.530966388,1,17332747,18,5856500,-1
34219.54078667,1,17334022,18,5856200,-1
34220.114770695,1,17354342,100,5854100,1
34220.270330299,1,17359068,14,5856100,-1
34221.023828585,1,17382133,18,5855800,-1
34222.480233188,4,17354342,100,5854100,1
34222.480409206,3,17382133,18,5855800,-1
34222.480410913,3,17359068,14,5856100,-1
34222.480429642,3,17382136,18,5856100,-1
34222.670364787,1,17433600,100,5854000,1
34223.052028151,5,0,100,5855100,-1
34223.052115679,1,17443748,18,5854000,1
34223.052156873,1,17443753,4,5854100,1
34223.064575892,1,17444108,35,5854300,1
34223.272801653,5,0,100,5854400,1
34223.272881711,1,17451852,18,5856800,-1
34223.272916778,1,17451856,18,5856700,-1
34224.087987753,3,17451856,18,5856700,-1
34224.087990258,3,17451852,18,5856800,-1
34225.019786766,1,17494351,18,5854600,1
34226.365420435,3,17494351,18,5854600,1
34226.452728871,3,17444108,35,5854300,1
34226.533704582,1,17537269,18,5856500,-1
34226.826003805,3,17537269,18,5856500,-1
34226.826009596,3,17537270,18,5856600,-1
34226.826010048,3,17537272,18,5856800,-1
34226.974302106,1,17547517,18,5856500,-1
34227.437330595,1,17564371,100,5854700,1
34227.437468645,3,17547517,18,5856500,-1
34227.43746982,3,17547518,18,5856600,-1
34227.449996974,1,17564594,18,5856500,-1
34227.595283027,1,17572155,14,5856400,-1
34227.608626385,1,17573984,18,5855000,1
34227.731684828,1,17592758,6,5855300,1
34227.731849051,3,17572155,14,5856400,-1
34227.732213652,4,16898660,2,5856800,-1
34227.732521213,1,17593372,4,5855300,1
34227.732533703,1,17593380,18,5857900,-1
34228.069592024,5,0,100,5856400,-1
34228.069763888,3,17593380,18,5857900,-1
34228.07636131,5,0,100,5856400,1
34228.076445351,1,17630168,18,5858000,-1
34228.076486999,1,17630174,18,5855400,1
34228.977296262,1,17664948,10,5857900,-1
34228.977434098,3,17630174,18,5855400,1
34228.977444304,3,17592758,6,5855300,1
34228.977445276,3,17593372,4,5855300,1
34229.468992439,1,17682589,18,5855000,1
34229.469103907,3,17664948,10,5857900,-1
34229.482287293,1,17682924,18,5857700,-1
34229.582360137,3,17682589,18,5855000,1
34229.582361218,3,17682594,8,5854900,1
34229.950358396,1,17696306,18,5854900,1
34229.950512807,3,17682924,18,5857700,-1
34229.950532951,3,17682935,18,5857900,-1
34229.950534712,3,17682934,18,5858000,-1
34229.984817677,1,17698596,18,5857700,-1
34230.185672925,1,17708793,70,5855000,1
34230.185809299,3,17698596,18,5857700,-1
34230.185823624,3,17698599,18,5857800,-1
34230.185824209,3,17698600,18,5857900,-1
34230.26534354,1,17712744,8,5855200,1
34230.352536659,1,17715324,18,5857700,-1
34231.363620767,1,17746960,18,5855500,1
34231.364322465,3,17715324,18,5857700,-1
34231.364345473,3,17715329,18,5857800,-1
34231.364359872,3,17715338,18,5858000,-1
34231.437453602,1,17753844,18,5857800,-1
34231.74844703,1,17766530,18,5857700,-1
34231.748574392,3,17746960,18,5855500,1
34231.748576687,3,17712744,8,5855200,1
34231.780273498,1,17767360,100,5855200,1
34232.493236945,1,17789587,18,5855300,1
34232.493421468,3,17766530,18,5857700,-1
34232.507320896,1,17790217,18,5857700,-1
34232.799204526,3,17789587,18,5855300,1
34232.799220946,3,17790217,18,5857700,-1
34233.00537675,1,17804761,18,5857700,-1
34233.465320818,3,17767360,100,5855200,1
34233.465445276,3,17804761,18,5857700,-1
34233.465464358,3,17804769,18,5858000,-1
34233.465868311,1,17825130,18,5855300,1
34233.612153047,1,17830372,18,5857700,-1
34233.612319978,3,17825130,18,5855300,1
34233.615478295,1,17830943,12,5857400,-1
34233.75039403,1,17835363,18,5855300,1
34233.750574073,3,17830943,12,5857400,-1
34233.750602162,3,17830380,18,5857900,-1
34233.868678023,1,17838491,18,5857700,-1
34233.868847613,3,17835363,18,5855300,1
34233.868862593,3,17835367,8,5855200,1
34234.093000057,1,17848351,12,5857400,-1
34234.13930768,1,17850111,18,5855300,1
34234.279409487,1,17859734,18,5857200,-1
34234.27957654,3,17850111,18,5855300,1
34234.27959842,3,17850115,8,5855200,1
34234.355328435,4,17859734,18,5857200,-1
34234.355328435,4,17848351,12,5857400,-1
34234.355328435,4,17859746,13,5857400,-1
34234.35541262,1,17865030,100,5855500,1
34234.385614796,4,17859746,5,5857400,-1
34234.385614796,5,0,86,5857600,-1
34234.385689697,1,17866294,15,5855500,1
34234.385699607,1,17866295,100,5855600,1
34234.412403907,1,17867721,18,5855700,1
34234.541390391,3,17867721,18,5855700,1
34234.541406557,3,17866294,15,5855500,1
34234.554420572,1,17872089,16,5855300,1
34234.742684923,1,17878558,18,5857700,-1
34234.742826285,3,17872089,16,5855300,1
34234.74283818,3,17872093,18,5855000,1
34234.754309814,1,17879081,18,5855300,1
34235.438953097,3,17878558,18,5857700,-1
34235.438959651,3,17878563,2,5857900,-1
34235.438965836,3,17879081,18,5855300,1
34235.438967018,3,17879083,18,5855200,1
34235.438978997,3,17879087,16,5855000,1
34235.62807555,1,17908561,12,5855300,1
34235.707574115,1,17910678,18,5857700,-1
34235.925124202,1,17918246,18,5855600,1
34235.925284415,3,17910678,18,5857700,-1
34235.925285075,3,17910701,18,5857800,-1
34235.953491973,1,17919096,18,5857900,-1
34235.955210636,1,17919178,100,5857400,-1
34236.957173349,3,17918246,18,5855600,1
34237.023415106,1,17947447,18,5855400,1
34237.295363936,1,17957381,100,5857300,-1
34237.295497905,3,17947447,18,5855400,1
34237.295501279,3,17947453,18,5855200,1
34237.295515346,3,17947454,12,5855100,1
34237.32873423,1,17958344,12,5855400,1
34238.003059067,3,17958344,12,5855400,1
34238.003090749,3,17958347,18,5855300,1
34238.384242822,1,17997929,18,5855400,1
34239.262268134,4,17997929,18,5855400,1
34239.262348214,1,18022350,18,5857300,-1
34239.262395866,1,18022357,18,5857200,-1
34239.262524039,3,17997934,18,5855300,1
34239.721464369,1,18033051,18,5856900,-1
34240.594933429,5,0,5,5855400,1
34242.084995031,5,0,25,5855600,1
34242.085607821,5,0,25,5855600,1
34242.085607821,5,0,175,5855400,1
34242.087302783,5,0,20,5855400,1
34242.087302783,4,17945311,80,5855100,1
34242.087393998,1,18091848,18,5856800,-1
34242.095295299,1,18092077,300,5855200,-1
34242.095405551,4,17945311,120,5855100,1
34242.095412434,4,17708793,70,5855000,1
34242.095512159,4,17564371,100,5854700,1
34242.095603971,1,18092101,100,5855100,-1
34242.095740199,1,18092111,100,5854700,1
34242.0960365,4,18092111,100,5854700,1
34242.09605977,4,17990493,35,5854400,1
34242.125978297,4,17473627,100,5853700,1
34242.126058021,1,18092945,100,5855000,-1
34242.281282536,3,18092945,100,5855000,-1
34242.320906583,1,18097822,6,5854900,-1
34242.391038869,5,0,10,5854800,-1
34242.391116126,1,18099252,18,5853700,1
34242.537922535,4,18099252,18,5853700,1
34242.538131706,3,18097822,6,5854900,-1
34242.538133219,3,18097824,18,5855100,-1
34242.538135946,3,18097825,18,5855200,-1
34242.539574882,4,17533841,125,5853600,1
34242.539963416,5,0,100,5853500,1
34242.540036758,1,18102098,18,5855200,-1
34242.540075221,1,18102100,6,5855100,-1
34242.542601317,1,18102164,100,5853000,1
34242.935112958,4,11599111,49,5853000,1
34242.935275142,3,18102100,6,5855100,-1
34243.161619417,5,0,49,5853100,1
34243.161699972,1,18117815,18,5855200,-1
34243.161737757,1,18117818,18,5855100,-1
34243.452960619,4,11599111,50,5853000,1
34243.453130097,3,18117818,18,5855100,-1
34243.467275681,4,11599111,100,5853000,1
34243.467353715,1,18126374,18,5855200,-1
34243.467384164,1,18126376,18,5855100,-1
34243.678623646,1,18129982,19,5853000,1
34243.678719321,3,18126376,18,5855100,-1
34243.678727602,3,18126374,18,5855200,-1
34244.070699969,1,18138348,18,5854900,-1
34245.281721068,1,18173780,18,5853100,1
34245.281805592,1,18173787,100,5853100,1
34245.281874419,3,18138348,18,5854900,-1
34245.281887785,3,18138352,18,5855000,-1
34245.688820232,5,0,100,5854000,-1
34245.688976615,3,18173780,18,5853100,1
34245.694186907,1,18185336,19,5853200,1
34245.694267426,1,18185345,100,5853200,1
34246.68826075,5,0,100,5853400,1
34246.689153933,3,18185336,19,5853200,1
34246.689354442,4,18185345,100,5853200,1
34246.689431471,1,18206947,18,5855200,-1
34246.689441034,1,18206949,100,5854800,-1
34246.779185361,4,11599111,31,5853000,1
34246.779265451,1,18210016,18,5854800,-1
34246.779299836,1,18210021,18,5854700,-1
34246.779330868,1,18210024,18,5851700,1
34246.779363521,1,18210025,18,5854500,-1
34246.945391973,3,18210025,18,5854500,-1
34246.94539349,3,18210021,18,5854700,-1
34246.945393865,3,18210016,18,5854800,-1
34246.945394681,3,18210024,18,5851700,1
34246.964670283,1,18214348,18,5851700,1
34247.097986134,1,18218461,18,5855000,-1
34247.098124694,3,18214348,18,5851700,1
34247.098144382,3,18214352,12,5851600,1
34247.340863245,1,18224214,18,5851900,1
34247.341026021,3,18218461,18,5855000,-1
34247.383864403,1,18225112,18,5855000,-1
34247.507469814,5,0,100,5854900,-1
34247.507469814,5,0,100,5854900,-1
34247.507469814,5,0,100,5854900,-1
34247.507469814,5,0,100,5854900,-1
34247.507469814,5,0,30,5854900,-1
34247.507469814,4,18225112,18,5855000,-1
34247.507469814,5,0,15,5855000,-1
34247.507469814,4,18213671,100,5855100,-1
34247.507469814,4,18225114,18,5855100,-1
34247.507574573,1,18226846,100,5852100,1
34247.510643582,5,0,100,5855100,-1
34247.510722493,1,18226913,18,5852100,1
34247.510752216,1,18226915,6,5852200,1
34247.530052989,1,18227280,100,5855100,-1
34247.544222178,5,0,300,5855000,-1
34247.544222178,5,0,100,5855000,-1
34247.544222178,4,18227280,100,5855100,-1
34247.544222178,5,0,149,5855100,-1
34247.544305082,1,18227609,100,5852300,1
34247.566058684,1,18228272,100,5855100,-1
34247.573089965,4,18228272,100,5855100,-1
34247.573089965,4,18092077,300,5855200,-1
34247.573089965,5,0,800,5855200,-1
34247.573167083,1,18228408,100,5852400,1
34247.573192316,1,18228411,18,5857900,-1
34247.594210031,1,18228927,100,5857600,-1
34247.598044896,1,18229080,18,5857300,-1
34247.620872939,1,18229784,100,5853200,1
34247.628944024,1,18230032,100,5857200,-1
34247.682128975,1,18231455,18,5853500,1
34247.736240329,5,0,100,5856400,-1
34247.738295225,1,18232862,100,5857100,-1
34247.902045434,1,18236207,18,5856200,1
34247.902146775,4,18236207,18,5856200,1
34247.902157166,3,18231455,18,5853500,1
34247.90217879,3,18231460,6,5853300,1
34247.902232593,1,18236214,100,5857000,-1
34247.904658054,1,18236283,100,5856900,-1
34249.040078264,3,18236283,100,5856900,-1
34249.041758793,1,18258361,100,5857100,-1
34249.086375027,1,18259338,18,5853500,1
34249.492862272,1,18274323,18,5853800,1
34251.157902039,1,18313421,18,5857100,-1
34251.444029787,1,18321301,18,5854100,1
34251.444127395,3,18313421,18,5857100,-1
34251.831612892,3,18321301,18,5854100,1
34251.913754532,3,18258361,100,5857100,-1
34251.915508803,1,18332967,100,5857100,-1
34252.0208352,5,0,100,5857000,-1
34252.02093313,1,18336905,18,5853200,1
34252.02096984,1,18336929,18,5853300,1
34252.02103621,1,18336958,6,5853500,1
34252.021626408,3,18332967,100,5857100,-1
34252.022156013,1,18337445,100,5856900,1
34252.0223858,3,18230032,100,5857200,-1
34252.023086869,4,18337445,100,5856900,1
34252.02317969,1,18337841,100,5857900,-1
34252.02318083,1,18337842,18,5853300,1
34252.024057375,1,18338230,18,5853600,1
34252.024204889,1,18338336,100,5857100,-1
34252.026773727,1,18339562,41,5856900,1
34252.027479853,4,18338336,100,5857100,-1
34252.027479853,5,0,100,5857100,-1
34252.027496543,1,18339856,100,5857200,-1
34252.027766693,1,18339944,100,5857100,-1
34252.028256795,4,18339944,100,5857100,-1
34252.028539752,1,18340168,100,5857100,-1
34252.029155928,4,18339562,41,5856900,1
34252.029155928,5,0,100,5857000,1
34252.029279954,3,18340168,100,5857100,-1
34252.029822902,1,18340495,100,5857900,-1
34252.031700628,1,18340899,100,5857800,-1
34252.032401265,5,0,84,5856900,1
34252.032498709,5,0,100,5856900,1
34252.033272664,3,18340899,100,5857800,-1
34252.03414916,5,0,16,5856900,1
34252.03414916,5,0,109,5856900,1
34252.034560856,3,18340495,100,5857900,-1
34252.035351282,5,0,291,5856900,1
34252.037175668,5,0,100,5856900,-1
34252.045457473,5,0,100,5856900,-1
34252.053861023,5,0,100,5856900,-1
34252.11104533,1,18349474,100,5856900,-1
34252.122145247,4,18349474,100,5856900,-1
34252.122145247,5,0,100,5856900,-1
34252.12223549,1,18349906,100,5856800,1
34252.123392451,5,0,100,5856900,-1
34252.127831123,5,0,100,5856900,-1
34252.273287034,3,18349906,100,5856800,1
34252.279815175,5,0,100,5856900,-1
34252.501996264,3,18340138,100,5856800,1
34252.525746894,1,18360957,18,5853500,1
34252.740032167,5,0,200,5856900,-1
34252.740104901,1,18364553,18,5853600,1
34252.740154899,1,18364557,6,5853800,1
34252.740940568,5,0,100,5856900,-1
34253.196242217,3,18364557,6,5853800,1
34253.196264383,3,18364553,18,5853600,1
34253.530188041,1,18381088,18,5857700,-1
34253.634497901,5,0,100,5855800,1
34253.634573129,1,18382475,18,5857700,-1
34253.634605531,1,18382476,18,5857600,-1
34253.634636411,1,18382478,18,5853300,1
34253.634673231,1,18382479,12,5857400,-1
34253.637172407,1,18382521,100,5856800,-1
34253.687804373,1,18383216,18,5853600,1
34254.526963951,3,18382521,100,5856800,-1
34254.527136131,3,18382479,12,5857400,-1
34254.52714833,3,18383216,18,5853600,1
34254.527151149,3,18383217,6,5853500,1
34254.527152184,3,18382478,18,5853300,1
34254.528583347,1,18400127,100,5856800,-1
34254.631582097,1,18401954,1000,5856500,-1
34256.19063387,4,18401954,20,5856500,-1
34256.190719401,1,18430075,18,5853200,1
34256.190756615,1,18430078,18,5853300,1
34256.190807809,1,18430082,6,5853500,1
34256.19319428,1,18430131,100,5856500,-1
34256.584770476,1,18435674,100,5856400,-1
34256.585857323,4,18435674,100,5856400,-1
34256.585924316,1,18435728,18,5853500,1
34256.585936731,1,18435729,100,5853600,1
34256.58596536,1,18435733,6,5853600,1
34256.750276532,3,18435729,100,5853600,1
34256.750383635,3,18435733,6,5853600,1
34256.750384117,3,18430082,6,5853500,1
34256.750399994,3,18435728,18,5853500,1
34256.960845789,1,18444308,18,5853500,1
34256.971417778,1,18445709,35,5855700,1
34256.971971766,4,18445709,35,5855700,1
34256.972053393,1,18445746,100,5856400,-1
34256.972065621,1,18445749,14,5853300,1
34257.005572647,1,18446625,18,5856100,-1
34257.033394971,1,18447705,18,5853600,1
34257.130242807,3,18446625,18,5856100,-1
34257.130246705,3,18446627,18,5856200,-1
34257.130249903,3,18446630,18,5856300,-1
34257.130250421,3,18446631,12,5856400,-1
34257.577139389,5,0,100,5855700,-1
34257.635637197,1,18460556,18,5856200,-1
34257.725580772,1,18462798,18,5853900,1
34258.199928727,3,18460556,18,5856200,-1
34258.199929254,3,18460560,18,5856300,-1
34258.1999297,3,18460565,18,5856400,-1
34258.199942328,3,18462798,18,5853900,1
34258.199954264,3,18460564,12,5856500,-1
34258.199971706,3,18462803,6,5853800,1
34258.20182267,5,0,200,5855700,-1
34258.201899757,1,18475976,18,5853200,1
34258.201939596,1,18475980,18,5853300,1
34258.201977896,1,18475984,6,5853500,1
34258.779917044,1,18493677,18,5856200,-1
